,title,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
On the other hand, if you’re the type of American who makes a beeline for McDonalds the minute you get to Amsterdam or gets upset because someone in Rome spoke to you in Italian……you won’t make a very good expatriate. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
So again, it depends on the individual. El Pollo de Oro ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
If you do stay: remember that our once-great country is now a banana republic, and the misery will only get worse for the vast majority of Americans. Below,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
“Our country’s vital signs are tanking—not just from the monetary area, but from a liberty standpoint as well. We are going down the path that other failed governments and institutions have gone down historically,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
“The cities are going to look like Dodge City. They’re going to be uncontrollable. You’re going to have gangs in control. Motorcycle marauders. You’re not going to have enough police or federales—just like Mexico—to control the situation.” —Gerald Celente ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
“I live in a place in Tennessee where people started eating GMO food in 1995, and now,,, Armaggedon has already come.”—Catherine Austin Fitts, president of Solari, Inc. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
“The American labor force has, in effect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
“We’re sandwiched between authoritarian government and street thugs.”—Alex Jones ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
“When you reduce people to a level of desperation, it becomes far easier to control them—and that’s what we’re seeing. ”—Chris Hedges ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sad, but could end up true. sherpeace ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Good points, all. Alika Nganuma Toshihiko Cripe ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Well damn then Id love to live in different country. And i cook my own food anyway so that settles it. Fred ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hi Michael.Enjoy your website(s),all three of them. If you don’t mind telling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes I am not independently wealthy, in fact I owe and owe and owe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This is a great forum to promote paranoia treatments!!! Wally ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The only issue I see with leaving is that this is a Global problem and not only a US problem. When the US economy goes it will take a lot of the world down with it. There may not be a safe and sound place left. ArigatouGozaimas ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
For English speakers there is Canada, The United Kingdom,,, Kenya, Belize, New Zealand and Australia for starters. TrailerParkOverpriced ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I have a friend who is moving to the Atlantic provinces since it is away from it all….the person lived in Toronto for 20 years and like many other residents, the immigration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I wonder where the immigrants into Toronto are coming from? ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It’s sad to hear that. My most powerful picture of Canada was comparing Detroit to Windsor on Google Maps. The difference is astonishing. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Though Canada is really not that much different than the U.S. politically and economically. Though it seems the version of socialism to the north is less corrupt and run more efficiently for now. It helps that Canada has no real military budget. It also helps to have a huge pile of natural resources. (As does the U.S., Russia,,, Saudi Arabia.)) Then there is cultural cohesiveness, Canada wins that round as well. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sad to hear that Canada’s system is still starting to suffer the same woes as the U.S. system. It sounds like the aristocratic model of the U.S. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unfortunately, without a strong and vibrant U.S. economy to the south the Canadian system will be strained even more. RPT34 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa is very dangerous for white people. piccadillybabe ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I have traveled to a few foreign countries mostly Mexico, Belize,,, probably because Mexicans are very friendly, nice people and love gringos. It’s true many Americans are packing it in and out. Teaching English (ESL) in a foreign country where there is a shortage of teachers is an option. TrailerParkOverpriced ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
If the USA becomes third world, the entire world goes down with it economically. Think about the loss of foreign monies into poor countries and remittances. The locals of other countries will become more poorer and desperate. David Kessel ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS. You keep stress “land/country/place of birth” as if that is the only thing that defines one’s nationality and forgetting about the fact that you can be an American/Canadian/NZer, etc.,,, etc., regardless of place of birth. I was not born in the US but I’m only an American citizen and I don’t qualify for any dual nationality. There are many of us and you don’t mention as at all. Also, in 70% of the world just because you are born in the country, does not mean you are one of them now. Like being born in Japan does not suddenly make you Japanese. Guest ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS. You keep stress “land/country/place of birth” as if that is the only thing that defines one’s nationality and forgetting about the fact that you can be an American/Canadian/NZer, etc.,,, etc., regardless of place of birth. I was not born in the US but I’m only an American citizen and I don’t qualify for any dual nationality. There are many of us and you don’t mention us at all. Also, in 70% of the world, just because you are born in the country, does not mean you are one of them now. Like being born in Japan does not suddenly make you Japanese. David Kessel ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS. You keep stressing “land/country/place of birth” as if that is the only thing that defines one’s nationality and forgetting about the fact that you can be an American/Canadian/NZer, etc.,,, etc., regardless of place of birth. I was not born in the US, but I’m only an American citizen and I don’t qualify for any dual nationality. There are many of us and you don’t mention us at all. Also, in 70% of the world, just because you are born in the country, does not mean you are one of them now. Like being born in Japan does not suddenly make you Japanese. Charles ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I did not see any mention of the “Economic Berlin Wall” set up against those who leave the country… Karen ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I retired from the military not to long ago…… I have traveled the world, and yes American is an awesome place but so is the rest of the world to many people listen to the media and what else. Your made to believe that the rest of the world is worse off than you but it is really grand in Spain and so forth because maybe in an other country you might have to WORK Get off the couch and do something. The government there doesn’t pay you to do nothing,,, REAL butter, REAL bread, communities worked together. The best beer I have every drank because it is all homemade, people here have lost all since of community it is all about self. And if I could afford it I would head back to portugal Bosnian Serb ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I would not suggest to any American to leave America because this nation is very, very hated in rest of the world. Even our “allies” the English hate us,,, and where I spent some of my early years, then how in the world an American born citizen will adjust to a new environment? ian ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I’ve traveled to many places recently. Other countries dont hate Americans, they just hate ‘tourist Americans.’ Be a real human in these countries and people like you just the same. greg_s ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
There is no shortage of comments on the web about all of the impending problems we are facing. Where does one find information about specific things that we can do NOW as individual Americans to change and, hopefully,,, to stand by it to the death, etc. As a Vietnam combat veteran, father, and grandfather, I feel exactly the same way. Organizing, setting individual differences aside, having specific beliefs and goals seem reasonable. So does getting rid of corrupt, lying politicians including (or especially) Obama – even taking on the “elites”. These all sound like good ideas, but who is going to start the process and when? I am an oath keeper. I stand by the United States of America. I am ready to help, but where do we find information or other Americans who feel similarly? How do we start making a difference for the better? Undecider ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Going down with the ship. Glory goes to God! TrailerParkOverpriced ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I know someone who wants to move out from Toronto, Canada into some quiet town. He/she/it said that Toronto has so many traffic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
America and Canada have lots of places where one can live. Find out for yourself rather than going abroad to some country where people are desperate for food or human rights are no rights. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unless you are going to a country where your heritage is, I don’t think it’s wise to escape to say,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTW, I am a 32nd degree Mason. We have no idea how we got lumped into the groups that are considered “anti-American”. As any friend or relative of a Mason knows,,, if not most, of us believe that Jesus Christ is the true Son of God. We believe in the Holy Spirit and that the Holy Bible is the inspired word of God. I believe in the Communion of Saints. We exist to help, not hurt, our fellow man. Historically, Masons were architects. Shriners’ Crippled Childrens’ Hospitals, Shriners’ Burns Institutes and Speech and Language Clinics at Universities across the country did not just appear. They were built and exist because of Masons. We have members of all racial/ethnic and religious creeds and beliefs. I am tired of seeing good people bashed undeservedly and literally due to ignorance. Again, how can we be successful if we are unable to overlook individual differences? S.I. Hayakawa wrote, “A difference, in order to be a difference, has to make a difference”. The color of one’s skin, his/her religious beliefs or the shape of one’s eyes does not make a difference. Someone coming at one with an AR-15 does. Let’s pull together and become, once again, one nation under God. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
As a soldier, I saw too many of my buddies fall in ‘Nam. As a V.A. therapist,,, that is, let’s pull together NOW! Graham ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A rather unusual intro for a practitioner of the Royal Secret. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[Agni Ushas Mitra] chris ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
You must be familiar with the entity Albert Pike said is the god of Freemasonry then? RPT34 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
We Christians are not to be yoked with unbelievers. Please consider that command from the Lord Jesus Christ. Joe Whitman ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
So Masons take responsibility for turning America non-White, third world. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
All brown countries are poor, unless White people find oil under their feet. Rufus T Firefly ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA to. Expatriates: you didn’t build that….so leave your fair share behind Chris ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I left the US over 10 months ago to move to Paraguay to escape what is coming in the US. This is despite never even being in South America (but did years of research searching for best place) before and not knowing Spanish. It was one of the best decisions I made in my life! I laugh at the question asking about what freedoms you give up. I have much more freedom down here than US: no TSA goons, no militarized cops,,, a mostly cash economy. The government is one of the smallest in the world in terms of % spending of GDP and is actually one of the few that are solvent. Language barriers are not as bad as people think as you can say a lot with pointing, and I know people who have lived here for years without speaking virtually any Spanish. More importantly the are not stockpiling billions of bullets and tens of thousands of drones to kill their own citizens when the economy collapses. I cannot tell you what a relief it was to get out of the USA. Huge sense of peace came over me knowing that no goon squad could raid me for collecting rainwater, growing grass too high, or drinking raw milk, or just criticizing the illegal alien in chief. I could not imagine being there now when the government is openly MURDERING journalists like Hastings. Malecon ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I just read your deleted comment about Nazism and fascism. Very informative. JJArise ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
If you have ever read a good mystery novel, you know that the author does not reveal who did it until the end of the novel…not the beginning or the middle…the end. You may have a specific individual in mind as to who the culprit is and then find out at the end that it is someone else. You may not like the answer but you are not the author. As such,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
And you wonder why people are leaving her! pray for discernment ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140+ parameters describing this end time super power and yet Amerikan “Christians” still miss it. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
That “great city” the book of Revelation is talking about is New York city with he UN as the modern day incarnation of the Tower of Babel– the future governing seat of the New World Order/BEAST anti-Christ kingdom. Souheil Bayoud ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The real problem of America has nothing to do with economic. edward emmell ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I feel for now that America is the best place for me and my family. Spain is close to economic collapse right now from what I been reading. America has a ways to go yet. America keeps printing more cash and selling bonds. We have many problems and they will get worse. Hopefully the rapture will come and my family and I will be living in heaven before the USA crashes. But for now America is a good place to line at least here in Delaware Oline Wright ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I moved to Australia in 2009. I did not leave because of what America is becoming I left because I fell in love with an Australian who I met over the internet. It took a long time for us to get together legally because the costs of immigration can be high if you don’t have much money. Then there is the fact that you have to pass certain health checks and background checks etc. I am now approaching the point where I can be an Australian citizen. I will likely stay here for the rest of my life and it makes sense for me to become a citizen of the country I am living in. My problem is do I give up the citizenship of my birth? can I become a citizen of both? I know from a friend that when you become a citizen your visa/permanent residency is canceled because it is no longer considered necessary therein lies the rub. Will I be able to keep my American Passport if I apply for an AUstralian one as well? because that would be what I would have to do if I ever chose to return to the states for a visit to my family. I would need my American passport for the trip to America and my Australian Passport for the trip back to Australia which is now my home. Archie1954 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The main reason to leave the US is a moral one so obviously it wasn’t mentioned in this propaganda piece, that is the constant military warmongering. I personally would be too upset to live in a country that relishes warmongering,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The more weirdo Preppers that leave, the better. Johnny ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I moved to Canada 2 years ago, and never regreted it. Strong economy,,, free health care and a government that respects privacy. The USA is collapsing and I am sad but I would never return from paradise:) peace angel ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
After 40 years of studying the New World Order coming to being in the US and Knowing the future of Americans is in the Fema camps and knowing that recently the US imported 3 million foreign troops to take us all to the camps I am leaving. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Americans have had decades of time to stop the NWO in America and have not and I have decided that America is too dumbed down and drugged up now to make intelligent decisions. The American Psychiatric Assoc. reported this year that 50% of all Americans are “clinically depressed” and that one in 25 Americans are sociopaths and one in 100 Americans are psychopaths. This is a very sick nation being poisoned by the government and it is the most dangerous nation on earth that is NOT at war. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I have decided to move to the Sunshine Coast of Canada. There are only two concentration camps in BC and they are not operable like ours. They are not hiring internment guards and are not yet at the place as the US is in creating the NWO. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The US is the test case for the NWO and Agenda 21 and soon things are going to be unbearable. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
